Ticker,Date,Open,High,Low,Close,Adj Close,Volume
COST,2017-11-27,172.25,173.059998,171.119995,172.610001,161.425461,2346700
COST,2017-11-28,173.320007,174.179993,172.550003,173.649994,162.398071,2728400
COST,2017-11-29,174,177.740005,173.550003,177.529999,166.026627,4683000
COST,2017-11-30,180.429993,184.899994,180.220001,184.429993,172.479477,7716600
COST,2017-12-01,183.259995,185.179993,181.130005,185.130005,173.134155,4034400
COST,2017-12-04,187.220001,189.880005,186.559998,189.559998,177.27713,5774200
COST,2017-12-05,189.669998,191.220001,186.850006,187.820007,175.649872,3182800
COST,2017-12-06,187.619995,187.979996,185.509995,187.220001,175.088745,3569200
COST,2017-12-07,186.509995,187.800003,185.559998,186.199997,174.134842,2240800
COST,2017-12-08,186.789993,188.529999,185.949997,188.070007,175.883682,1772500
COST,2017-12-11,188.210007,188.899994,187.039993,188.860001,176.622482,1964100
COST,2017-12-12,186.960007,189.119995,186.800003,188.300003,176.09877,3365700
COST,2017-12-13,188.529999,190.119995,187.800003,188.279999,176.080063,3062900
COST,2017-12-14,188.580002,189.740005,186.169998,186.529999,174.443436,3743200
COST,2017-12-15,193.410004,195.350006,192,192.729996,180.241714,8452900
COST,2017-12-18,192.630005,194.350006,191.899994,192.309998,179.848923,3492300
COST,2017-12-19,192.910004,193,187,188.330002,176.126831,3959900
COST,2017-12-20,189.039993,189.259995,185.399994,187.509995,175.35997,3894400
COST,2017-12-21,188,188.399994,186.580002,186.800003,174.695984,1908100
COST,2017-12-22,187.270004,187.479996,185.970001,186.630005,174.537018,1078300
COST,2017-12-26,186.190002,187.339996,186.119995,186.550003,174.462143,1120000
COST,2017-12-27,186.850006,187.059998,185.800003,186.300003,174.228363,1175200
COST,2017-12-28,186.570007,187.020004,186.190002,186.619995,174.527603,1017000
COST,2017-12-29,186.460007,187.600006,185.929993,186.119995,174.060028,2028000
COST,2018-01-02,187.229996,190.679993,186.740005,188.320007,176.117432,2509300
COST,2018-01-03,188.820007,192.100006,188.380005,190.580002,178.231033,3364400
COST,2018-01-04,192,192.300003,187.559998,189.100006,176.846954,3525800
COST,2018-01-05,189.429993,189.679993,186.720001,187.75,175.584396,2819000
COST,2018-01-08,187.320007,188.979996,187.25,188.479996,176.267075,1961800
COST,2018-01-09,189.009995,189.300003,186.149994,186.289993,174.218994,2241900
COST,2018-01-10,185.75,186.240005,183.880005,185.419998,173.40538,2609500
COST,2018-01-11,185.429993,190.669998,185.029999,189.380005,177.10878,4678600
COST,2018-01-12,190.100006,192.179993,190,191.839996,179.409409,3499500
COST,2018-01-16,192.350006,192.839996,190.889999,191.529999,179.119476,2006600
COST,2018-01-17,192.529999,192.559998,191.339996,192.289993,179.830185,2585200
COST,2018-01-18,192.229996,193.029999,191.220001,191.509995,179.100754,1908000
COST,2018-01-19,191.710007,192.639999,191.160004,192.289993,179.830185,2353800
COST,2018-01-22,192.5,194.759995,192.059998,194.380005,181.784821,3009100
COST,2018-01-23,193.610001,194.100006,192.070007,193.419998,180.887009,2316400
COST,2018-01-24,194.429993,194.75,191.929993,194.240005,181.65387,2799200
COST,2018-01-25,195,198.449997,194.740005,197.949997,185.123489,3558700
COST,2018-01-26,197.75,199.229996,195.690002,198.910004,186.021271,2756200
COST,2018-01-29,198.369995,199.880005,197.559998,198.320007,185.469543,2031100
COST,2018-01-30,197.589996,198.789993,196.080002,197.910004,185.086075,2285000
COST,2018-01-31,197.440002,198.470001,194.100006,194.869995,182.243057,2682300
COST,2018-02-01,193.410004,195.399994,192.440002,193.470001,180.933746,2096600
COST,2018-02-02,191.25,193.600006,190.800003,190.990005,178.614471,2386600
COST,2018-02-05,190.660004,192.100006,182.529999,182.770004,170.927124,3407200
COST,2018-02-06,178.910004,185.240005,176.199997,185.009995,173.021942,4067900
COST,2018-02-07,184.600006,186.190002,183.070007,183.190002,171.319916,2594800
COST,2018-02-08,184.509995,184.509995,178.529999,178.610001,167.036667,3013200
COST,2018-02-09,179.779999,182.070007,175.789993,180.720001,169.009918,2777200
COST,2018-02-12,181.839996,183.259995,180.380005,181.059998,169.327896,1596200
COST,2018-02-13,180.220001,184.600006,180.050003,184.149994,172.217682,2123900
COST,2018-02-14,182.710007,188.479996,182.309998,187.350006,175.210358,2191000
COST,2018-02-15,188.089996,191.710007,186.570007,191.479996,179.551895,2072900
COST,2018-02-16,191.449997,194.619995,191.039993,191.559998,179.626923,1969300
COST,2018-02-20,189.869995,191.479996,187.630005,188.119995,176.401199,2202100
COST,2018-02-21,188.529999,189.139999,185.690002,185.75,174.178879,1747200
COST,2018-02-22,186.350006,188.330002,185.660004,186.589996,174.966507,1360100
COST,2018-02-23,187.830002,189.850006,185.910004,189.809998,177.985916,1561700
COST,2018-02-26,190.100006,193.100006,189.929993,192.809998,180.799042,1852400
COST,2018-02-27,193.449997,195.520004,190.100006,190.100006,178.257874,2170400
COST,2018-02-28,191.600006,193.759995,190.889999,190.899994,179.008026,2179800
COST,2018-03-01,191.309998,192.990005,187.320007,189.029999,177.254532,2447700
COST,2018-03-02,187.479996,190.389999,187.220001,189.330002,177.535858,2275900
COST,2018-03-05,188.449997,191.979996,187.5,191.479996,179.551895,2155800
COST,2018-03-06,192.139999,192.25,190.070007,191.460007,179.533142,2458700
COST,2018-03-07,189.210007,189.75,184.779999,187.360001,175.688568,5157100
COST,2018-03-08,186.190002,186.350006,183.080002,185.690002,174.122574,6061500
COST,2018-03-09,186.5,188.639999,184.220001,188.580002,176.832581,3288100
COST,2018-03-12,188.270004,190.100006,187.550003,189.369995,177.573364,2394100
COST,2018-03-13,190.050003,190.119995,186.800003,187.460007,175.782349,1964300
COST,2018-03-14,188.779999,189.009995,183.5,184.630005,173.128632,2866000
COST,2018-03-15,184.820007,186.570007,184.160004,185.509995,173.953781,1811300
COST,2018-03-16,186.179993,186.25,184.470001,185.869995,174.291367,3569400
COST,2018-03-19,185.630005,185.979996,182.809998,184.149994,172.678513,2493200
COST,2018-03-20,185.100006,187.580002,184.600006,187.350006,175.679184,1852500
COST,2018-03-21,186.830002,187.889999,186.059998,186.070007,174.478943,2048300
COST,2018-03-22,184.899994,185.550003,182.5,182.639999,171.262558,2489800
COST,2018-03-23,183.279999,184.449997,180.830002,180.839996,169.574707,2351800
COST,2018-03-26,183.029999,187.559998,182.339996,187.220001,175.557266,2036600
COST,2018-03-27,187.440002,187.660004,182.059998,183.149994,171.740829,2495300
COST,2018-03-28,183.610001,184.619995,181.229996,183.610001,172.17215,2168700
COST,2018-03-29,184.740005,188.639999,184.410004,188.429993,176.691895,3016000
COST,2018-04-02,186.910004,186.910004,181.050003,182.75,171.365738,3599200
COST,2018-04-03,183.529999,184.169998,181.350006,182.610001,171.234451,2287000
COST,2018-04-04,181.130005,186.350006,180.940002,185.520004,173.963181,2111000
COST,2018-04-05,186.699997,187,184.929993,186.25,174.64769,1933600
COST,2018-04-06,185.339996,187.25,183.100006,183.960007,172.500397,2259000
COST,2018-04-09,185.199997,187.399994,183.5,184.410004,172.922333,1946000
COST,2018-04-10,185.75,185.970001,182.169998,183.550003,172.115906,2526000
COST,2018-04-11,182.25,186.369995,182.220001,184.649994,173.147385,1697300
COST,2018-04-12,185.5,190.039993,185.490005,188.820007,177.057632,2841600
COST,2018-04-13,189.809998,189.830002,187.009995,188.910004,177.142044,1744400
COST,2018-04-16,191.839996,195.800003,191.380005,194.580002,182.458771,3026800
COST,2018-04-17,195.660004,196.880005,194.729996,196,183.790359,2160500
COST,2018-04-18,196.300003,197.770004,196.119995,196.509995,184.26857,1663100
COST,2018-04-19,196.160004,196.399994,193.5,195.070007,182.918274,2427600
COST,2018-04-20,194.429993,195.669998,192.75,193.559998,181.502289,2252800
COST,2018-04-23,193.809998,194.380005,192.259995,193.350006,181.305435,1618000
COST,2018-04-24,194.539993,195.360001,191.149994,192.509995,180.517761,1598900
COST,2018-04-25,192.229996,194.669998,191.389999,193.970001,181.88678,1311700
COST,2018-04-26,194.119995,196.440002,193.339996,195.259995,183.09642,1445800
COST,2018-04-27,194.949997,196.919998,194.529999,196.580002,184.334198,1563100
COST,2018-04-30,197.100006,199.039993,196.389999,197.160004,184.878098,2165000
COST,2018-05-01,196.490005,197.080002,193.509995,196.550003,184.306076,1413200
COST,2018-05-02,195.479996,195.580002,192.449997,194,181.914917,2498100
COST,2018-05-03,193.919998,193.990005,190.179993,193.009995,180.986588,1815500
COST,2018-05-04,192.839996,196.399994,191.279999,195.190002,183.030807,1704500
COST,2018-05-07,195.779999,195.800003,192.210007,193.059998,181.033478,2361900
COST,2018-05-08,192.990005,195.199997,192.419998,194.479996,182.365021,1908600
COST,2018-05-09,194.149994,196.419998,193.149994,196.039993,183.82785,1999100
COST,2018-05-10,196.050003,196.929993,194.199997,195.449997,183.809006,1874200
COST,2018-05-11,195.330002,195.979996,194.570007,195.759995,184.100586,1296300
COST,2018-05-14,195.960007,197.270004,195.419998,195.880005,184.213425,1440900
COST,2018-05-15,194.759995,196.699997,193.259995,195.479996,183.837234,2319600
COST,2018-05-16,196.070007,199.350006,195,198.710007,186.874863,2163200
COST,2018-05-17,199.059998,201.350006,197.889999,199.600006,187.711884,2391000
COST,2018-05-18,199.5,199.520004,197.779999,198.960007,187.10997,1624600
COST,2018-05-21,199.600006,201.339996,199.089996,199.619995,187.730682,1202800
COST,2018-05-22,199.720001,201.770004,198.830002,198.970001,187.1194,1563600
COST,2018-05-23,199.089996,199.089996,196.770004,198.139999,186.338806,1635100
COST,2018-05-24,198.289993,199.089996,196.820007,198.889999,187.044128,1176300
COST,2018-05-25,198.889999,200.220001,197.820007,198.360001,186.545715,1331000
COST,2018-05-29,198.100006,198.839996,196,196.740005,185.022217,2298100
COST,2018-05-30,198.160004,200.529999,197.75,199.639999,187.749466,2390900
COST,2018-05-31,200.220001,200.699997,197.699997,198.240005,186.432861,4822800
COST,2018-06-01,195.449997,198.990005,195,197.130005,185.388931,4056400
COST,2018-06-04,197.320007,199.039993,197.25,198.619995,186.790237,1870600
COST,2018-06-05,199.220001,199.350006,196.990005,197.839996,186.056686,1868500
COST,2018-06-06,198.009995,198.399994,196.699997,197.660004,185.88739,2066900
COST,2018-06-07,200.5,202.880005,199.410004,202.570007,190.50499,2735000
COST,2018-06-08,201.509995,204.009995,201,203.759995,191.6241,2052500
COST,2018-06-11,203.759995,204.889999,203.419998,204.5,192.320007,1684800
COST,2018-06-12,204.25,205.080002,203.229996,204.880005,192.677399,1384800
COST,2018-06-13,204.919998,205.830002,203.210007,204.110001,191.953247,1665800
COST,2018-06-14,204.869995,205.729996,204.289993,205.119995,192.903107,1685000
COST,2018-06-15,205.399994,207.669998,204.570007,207.320007,194.972061,3879600
COST,2018-06-18,206,208.110001,205.149994,206.210007,193.928162,1975000
COST,2018-06-19,204.899994,207.809998,204.619995,207.529999,195.169571,1940600
COST,2018-06-20,207.759995,208.589996,206.960007,207.979996,195.592743,1527700
COST,2018-06-21,208.169998,211.110001,208,209.960007,197.454819,1825800
COST,2018-06-22,210.369995,211.770004,210.020004,211.100006,198.526932,1738600
COST,2018-06-25,210.009995,212.080002,209.970001,211.75,199.138199,2398600
COST,2018-06-26,212.380005,212.460007,209.970001,210.089996,197.577087,2276700
COST,2018-06-27,210.5,212.419998,209.610001,210.029999,197.520706,2211700
COST,2018-06-28,210,211.190002,208.050003,208.710007,196.279266,1826700
COST,2018-06-29,209.660004,210.529999,208.320007,208.979996,196.533173,2164600
COST,2018-07-02,208.419998,208.820007,206.050003,207.990005,195.602158,1876100
COST,2018-07-03,208.529999,209.910004,206.899994,207.119995,194.783951,842100
COST,2018-07-05,208.199997,209.289993,207.550003,209.139999,196.683655,1436700
COST,2018-07-06,207.139999,210.389999,206.660004,209.619995,197.13504,1523200
COST,2018-07-09,210.520004,211.789993,210,210.940002,198.376434,1738300
COST,2018-07-10,210.990005,212.699997,210.830002,211.699997,199.091171,1687800
COST,2018-07-11,211.210007,211.779999,209.970001,210.949997,198.385864,1472800
COST,2018-07-12,212.539993,214.169998,212.220001,214.020004,201.272995,2222000
COST,2018-07-13,214,216.639999,213.710007,216.539993,203.642914,1951200
COST,2018-07-16,216.639999,217.130005,213.899994,214.850006,202.053589,2078200
COST,2018-07-17,214.059998,216.160004,214,215,202.194656,2064800
COST,2018-07-18,215.339996,215.880005,213.600006,214.970001,202.166428,1869500
COST,2018-07-19,214.460007,218.199997,214.029999,217.539993,204.583389,2790800
COST,2018-07-20,216.979996,218.940002,216.240005,218.690002,205.664902,1793900
COST,2018-07-23,219.880005,220.460007,218.199997,218.839996,205.805893,1394300
COST,2018-07-24,219.410004,220.679993,217.589996,218.580002,205.561386,1453900
COST,2018-07-25,217.610001,220.820007,217.369995,220.699997,207.55513,1560200
COST,2018-07-26,222,224.619995,220.820007,221.720001,208.514435,1820000
COST,2018-07-27,222.309998,222.5,218.759995,219.649994,206.567703,1596800
COST,2018-07-30,219.039993,220.119995,218.610001,219.110001,206.059875,1292700
COST,2018-07-31,219.690002,220.070007,218.330002,218.710007,205.683655,1888500
COST,2018-08-01,218.649994,219.100006,216.25,217.130005,204.197754,1841300
COST,2018-08-02,215.009995,221.399994,215.009995,221.119995,207.950134,1904800
COST,2018-08-03,221,222.619995,221,222.029999,208.805939,1195700
COST,2018-08-06,221.429993,223.270004,221.009995,222.720001,209.454819,1285500
COST,2018-08-07,223.240005,225.479996,222.979996,223.860001,210.526932,1428100
COST,2018-08-08,222.860001,224.880005,222.240005,224.580002,211.204025,2010700
COST,2018-08-09,221.619995,222.350006,216.910004,218.240005,205.241653,3637100
COST,2018-08-10,218.139999,221.720001,217.75,220.309998,207.18837,2830800
COST,2018-08-13,221.029999,221.580002,219.059998,219.559998,206.483047,1518900
COST,2018-08-14,220.009995,222.559998,219.860001,222,208.77771,1450600
COST,2018-08-15,220.720001,222.110001,218.770004,221.669998,208.467377,1844100
COST,2018-08-16,223.449997,224.259995,222.139999,223.190002,209.896851,1657700
COST,2018-08-17,222.330002,225.880005,222.149994,225.679993,212.23851,1980900
COST,2018-08-20,226,228.220001,225.970001,227.350006,213.809113,1783700
COST,2018-08-21,229.490005,230.100006,227.699997,228.539993,214.928223,2066700
COST,2018-08-22,228.479996,230.229996,228.380005,229.210007,215.558304,1267900
COST,2018-08-23,229,230.350006,228.570007,229.509995,215.840408,1337900
COST,2018-08-24,230,232.059998,229.600006,231.279999,217.50502,1453200
COST,2018-08-27,232.740005,232.860001,228.100006,230.029999,216.329453,1904100
COST,2018-08-28,230.940002,231.830002,229.839996,230.259995,216.545761,1882100
COST,2018-08-29,231.789993,232,228.729996,230.190002,216.479919,1793600
COST,2018-08-30,229.619995,231.160004,229.440002,230.830002,217.620682,1272000
COST,2018-08-31,230.210007,233.520004,230.210007,233.130005,219.789078,1881300
COST,2018-09-04,233.139999,234.910004,233.139999,234.679993,221.250366,1858400
COST,2018-09-05,234.570007,236.169998,233.199997,235.610001,222.127167,2126000
COST,2018-09-06,235.470001,236.770004,235.059998,236.679993,223.13591,1853200
COST,2018-09-07,237.309998,242.949997,237.199997,241.460007,227.64238,2722400
COST,2018-09-10,243,243.800003,242.119995,243.179993,229.263916,2817300
COST,2018-09-11,243.929993,245.160004,243.169998,244.210007,230.235016,2185700
COST,2018-09-12,245,245.119995,242.229996,242.440002,228.566284,1912000
COST,2018-09-13,242.5,243.990005,241.050003,241.270004,227.463242,2078200
COST,2018-09-14,239,239,234.470001,235.380005,221.910309,3875300
COST,2018-09-17,234.059998,234.589996,231.509995,232,218.723755,2884600
COST,2018-09-18,231.979996,235.470001,231.699997,234.350006,220.93924,2000200
COST,2018-09-19,234.619995,234.740005,232.419998,233.850006,220.46788,1581400
COST,2018-09-20,234.600006,235,232.320007,233.919998,220.533859,1910100
COST,2018-09-21,234.369995,235.839996,234.009995,234.759995,221.325775,3717800
COST,2018-09-24,234.190002,234.850006,232.899994,233.339996,219.987061,1530400
COST,2018-09-25,234.029999,234.660004,232.729996,232.929993,219.60051,1889700
COST,2018-09-26,233.570007,235.660004,233.449997,233.809998,220.430176,2008500
COST,2018-09-27,233.699997,235.669998,232.339996,234,220.609268,1421400
COST,2018-09-28,233.860001,235.470001,233.789993,234.880005,221.438934,1602800
COST,2018-10-01,235.809998,236.529999,234.429993,234.649994,221.222076,1673100
COST,2018-10-02,234.100006,237.570007,233.869995,236.350006,222.824799,1647600
COST,2018-10-03,236.619995,237.309998,232.729996,233.199997,219.855087,2322300
COST,2018-10-04,233.259995,234,230.660004,231.679993,218.422028,2862800
COST,2018-10-05,225,227.059998,217.789993,218.820007,206.297974,7379000
COST,2018-10-08,219.339996,224.5,219.259995,223.929993,211.115524,3863500
COST,2018-10-09,224.149994,225.149994,222.559998,224.169998,211.341782,2502800
COST,2018-10-10,224.100006,225,221.039993,221.050003,208.400345,3021400
COST,2018-10-11,222.910004,225.320007,220.929993,221.820007,209.126282,3650900
COST,2018-10-12,225.199997,227.619995,223.389999,226.949997,213.962723,3130500
COST,2018-10-15,226.25,226.940002,224.25,224.509995,211.662354,2441900
COST,2018-10-16,224.869995,228.259995,224.320007,227.679993,214.65094,2541800
COST,2018-10-17,228.449997,228.880005,225.509995,228.490005,215.414566,2129300
COST,2018-10-18,228.539993,230.649994,226.25,228.580002,215.499466,2624600
COST,2018-10-19,228.899994,230.630005,228.720001,229.669998,216.527069,2099800
COST,2018-10-22,229.880005,230.25,227.270004,229.059998,215.951981,2007300
COST,2018-10-23,227.070007,229.259995,223.820007,228.75,215.659698,2656700
COST,2018-10-24,225.929993,231.089996,223.089996,223.759995,210.955276,3100200
COST,2018-10-25,224.059998,227.589996,222.839996,226.399994,213.444168,2218900
COST,2018-10-26,222.309998,225,217,218.190002,205.703964,3995400
COST,2018-10-29,219.75,224.889999,218.75,222.419998,209.691925,3801400
COST,2018-10-30,223.100006,228.210007,223.009995,227.919998,214.877167,2410500
COST,2018-10-31,228.649994,230.559998,225.559998,228.630005,215.546585,2674600
COST,2018-11-01,228.179993,230.800003,227.539993,229.600006,216.46106,2095000
COST,2018-11-02,229.809998,232.229996,227.179993,230.160004,216.989059,2167200
COST,2018-11-05,230.710007,234.889999,229.800003,234.449997,221.033508,2513900
COST,2018-11-06,235,237.490005,234.179993,236.710007,223.1642,2101300
COST,2018-11-07,238.75,240.880005,236.940002,240.369995,226.614731,2603600
COST,2018-11-08,238.509995,239.800003,237.029999,238.699997,225.575256,2140600
COST,2018-11-09,237.970001,240.259995,237.070007,237.740005,224.668045,2256700
COST,2018-11-12,237.639999,239.199997,234.130005,234.479996,221.58728,2301400
COST,2018-11-13,234.75,236.419998,232.770004,234.139999,221.265976,1548100
COST,2018-11-14,237.119995,237.119995,231.710007,233.309998,220.481628,1896500
COST,2018-11-15,232.320007,232.649994,227,229.940002,217.29689,2722300
COST,2018-11-16,229.300003,231.119995,226.520004,231.020004,218.31752,2822400
COST,2018-11-19,231.610001,233.5,227.809998,228.740005,216.162903,1949500
COST,2018-11-20,224.919998,225,218.050003,219.309998,207.251389,3704800
COST,2018-11-21,220.559998,222.029999,217.449997,218.570007,206.552094,2036500
COST,2018-11-23,218.100006,221.179993,217.660004,220.059998,207.960144,1007500
COST,2018-11-26,222.850006,223.479996,218.899994,219.449997,207.383682,2205600
COST,2018-11-27,219.369995,223.119995,218.380005,223.009995,210.747925,2369800
COST,2018-11-28,222.779999,230.460007,222.190002,230.339996,217.674896,2765600
COST,2018-11-29,229,231.589996,228.360001,231,218.29863,1478700
COST,2018-11-30,231.690002,233.389999,229.699997,231.279999,218.563232,2764000
COST,2018-12-03,230.720001,232.199997,228.210007,232.080002,219.31926,2481500
COST,2018-12-04,232.110001,233.300003,225.559998,226.350006,213.904297,3418600
COST,2018-12-06,227.940002,233.860001,226.600006,233.199997,220.37764,4029800
COST,2018-12-07,233.149994,233.809998,223.029999,224.860001,212.496231,2881900
COST,2018-12-10,224.539993,225.199997,219.110001,222.660004,210.417206,2650000
COST,2018-12-11,225.119995,227.25,224,226.5,214.046051,2466800
COST,2018-12-12,228.350006,230.449997,227.070007,227.800003,215.274582,2891400
COST,2018-12-13,228.839996,229.619995,225.479996,226.509995,214.055496,2170200
COST,2018-12-14,218,219,205.509995,207.059998,195.674896,8822300
COST,2018-12-17,206.679993,208,200.660004,202.229996,191.110519,4739400
COST,2018-12-18,203.089996,204.669998,201.570007,202.990005,191.82872,3308500
COST,2018-12-19,203.5,207,199.860001,201.410004,190.335587,3369600
COST,2018-12-20,200.330002,200.699997,193.679993,197.130005,186.290939,4250900
COST,2018-12-21,197.160004,200.699997,194.320007,194.520004,183.824448,5080200
COST,2018-12-24,193.899994,195.330002,189.800003,189.990005,179.543533,2031700
COST,2018-12-26,190.820007,198.779999,189.509995,198.630005,187.708466,3268800
COST,2018-12-27,196.960007,201.130005,193.960007,201.080002,190.023773,2705900
COST,2018-12-28,201.820007,204.949997,199.589996,202.039993,190.930954,2037800
COST,2018-12-31,203.380005,204.389999,201.380005,203.710007,192.509155,1729400
COST,2019-01-02,200.5,205.100006,199.850006,204.759995,193.501389,2143100
COST,2019-01-03,203.699997,205.940002,200.039993,200.419998,189.40004,2877700
COST,2019-01-04,203.080002,207.929993,201.449997,206.240005,194.90004,2761600
COST,2019-01-07,205.520004,209.119995,203.539993,207,195.618271,2226600
COST,2019-01-08,208.649994,209.080002,204.179993,208.550003,197.083038,2366500
COST,2019-01-09,209.149994,211.220001,207.919998,209.899994,198.35878,1862900
COST,2019-01-10,208.149994,210.899994,206,210.639999,199.058136,2340700
COST,2019-01-11,210.039993,211.25,209.309998,210.509995,198.935242,1861100
COST,2019-01-14,209.470001,210.649994,208.160004,209,197.50827,1523100
COST,2019-01-15,210.039993,211.339996,209.080002,211.029999,199.426636,1681900
COST,2019-01-16,211.460007,211.460007,209.5,210.179993,198.623413,1455000
COST,2019-01-17,209.869995,211.649994,209.649994,211.460007,199.833054,1517100
COST,2019-01-18,212.559998,214.160004,211.770004,213.589996,201.845901,2115400
COST,2019-01-22,213,215.559998,210.800003,212.399994,200.721329,3310800
COST,2019-01-23,213,214.850006,210,212.089996,200.428391,2220200
COST,2019-01-24,212.389999,212.389999,208.899994,210.309998,198.746246,1994400
COST,2019-01-25,212.029999,212.320007,208.740005,209.070007,197.574432,2252300
COST,2019-01-28,208.679993,210.789993,207.309998,210.770004,199.180984,1999400
COST,2019-01-29,210.320007,210.539993,208.570007,210.309998,198.746246,1636500
COST,2019-01-30,210.479996,212.169998,209.320007,211.350006,199.729065,1589800
COST,2019-01-31,211.139999,214.880005,209.720001,214.630005,202.82872,4341100
COST,2019-02-01,214,215,209.369995,210.270004,198.70845,3453700
COST,2019-02-04,210.699997,211.190002,207.899994,211.179993,199.568436,1630300
COST,2019-02-05,211.490005,212.520004,209.639999,211.610001,199.974747,2074500
COST,2019-02-06,212.259995,212.259995,210.479996,211.600006,199.965317,1618800
COST,2019-02-07,210.070007,210.100006,206.270004,209.050003,198.089157,2526600
COST,2019-02-08,207.830002,208.490005,205.75,207.75,196.8573,2013700
COST,2019-02-11,208.649994,208.919998,206.759995,208.720001,197.776428,2376600
COST,2019-02-12,210.059998,212.75,209.259995,211.899994,200.789688,2091200
COST,2019-02-13,212.229996,213.509995,211.300003,212.800003,201.642502,1703000
COST,2019-02-14,212,214.550003,211.139999,213.839996,202.627991,1411100
COST,2019-02-15,215.149994,217.25,214.039993,216.470001,205.120087,2635500
COST,2019-02-19,216.669998,219.600006,216.509995,218.119995,206.683594,1938100
COST,2019-02-20,218.229996,219.070007,215.059998,217.110001,205.726517,1785600
COST,2019-02-21,216.600006,216.720001,214.330002,215.229996,203.945068,1615300
COST,2019-02-22,215.169998,216.589996,214.25,216.289993,204.949509,1542500
COST,2019-02-25,217.369995,219.089996,216.550003,217.050003,205.669678,1794000
COST,2019-02-26,216.889999,218.910004,216.130005,217.610001,206.200302,1884100
COST,2019-02-27,216.509995,218.860001,216.449997,218.050003,206.617249,1482700
COST,2019-02-28,218.490005,219.690002,217.520004,218.740005,207.271072,2055600
COST,2019-03-01,219.759995,220.570007,215.770004,219.440002,207.934402,2178200
COST,2019-03-04,220.429993,221.080002,215.869995,218.410004,206.958389,2444700
COST,2019-03-05,218.910004,221.610001,218.899994,219.820007,208.294449,2160200
COST,2019-03-06,220.5,221.910004,218.229996,219.229996,207.735367,1985300
COST,2019-03-07,218.130005,219.389999,216.220001,216.789993,205.423309,3279100
COST,2019-03-08,225.479996,228.699997,223.770004,227.820007,215.875,6782700
COST,2019-03-11,227.529999,229.910004,227.059998,229.690002,217.646942,3748400
COST,2019-03-12,230.320007,233.399994,229.899994,232.960007,220.745514,2647100
COST,2019-03-13,234.25,237.449997,232.949997,236.380005,223.986206,2421200
COST,2019-03-14,236.130005,236.380005,233.279999,233.839996,221.579376,2300300
COST,2019-03-15,234.169998,235.649994,233.179993,233.600006,221.351944,5075400
COST,2019-03-18,233.580002,236.679993,233.490005,236.589996,224.185165,1735400
COST,2019-03-19,237.520004,238.050003,236.289993,237.050003,224.621017,1852300
COST,2019-03-20,237.029999,238.490005,235.779999,236.979996,224.554703,1499500
COST,2019-03-21,236.679993,239.850006,236.550003,239.539993,226.980453,1617000
COST,2019-03-22,239.75,240.339996,236.899994,237.559998,225.104294,1873600
